,user_id,Mood,Cuisine
814,815,Happy/Cheerful,Chinese
815,816,Sad,Beverage
816,817,Happy/Cheerful,Japanese
817,818,Neutral/Calm/Relaxed,French
818,819,Sad,Snack
819,820,Sad,Dessert
820,821,Sad,Japanese
821,822,Angry/Frustrated,Snack
822,823,Angry/Frustrated,Snack
823,824,Tired,Mexican
824,825,Angry/Frustrated,Dessert
825,826,Tired,Chinese
826,827,Sad,Mexican
827,828,Angry/Frustrated,Beverage
828,829,Tired,Mexican
829,830,Tired,Dessert
830,831,Angry/Frustrated,Chinese
831,832,Angry/Frustrated,French
832,833,Tired,Chinese
833,834,Angry/Frustrated,Japanese
834,835,Neutral/Calm/Relaxed,Italian
835,836,Angry/Frustrated,Indian
836,837,Tired,Japanese
837,838,Sad,Chinese
838,839,Angry/Frustrated,Healthy Food
839,840,Happy/Cheerful,Snack
840,841,Neutral/Calm/Relaxed,Beverage
841,842,Tired,Japanese
842,843,Sad,Japanese
843,844,Sad,Beverage
844,845,Tired,Chinese
845,846,Happy/Cheerful,Mexican
846,847,Angry/Frustrated,Chinese
847,848,Tired,Dessert
848,849,Happy/Cheerful,Indian
849,850,Happy/Cheerful,Healthy Food
850,851,Angry/Frustrated,French
851,852,Sad,Italian
852,853,Angry/Frustrated,Beverage
853,854,Sad,Healthy Food
854,855,Sad,Healthy Food
855,856,Angry/Frustrated,Italian
856,857,Tired,French
857,858,Angry/Frustrated,Japanese
858,859,Neutral/Calm/Relaxed,Indian
859,860,Tired,Indian
860,861,Sad,Beverage
861,862,Happy/Cheerful,Japanese
862,863,Happy/Cheerful,French
863,864,Angry/Frustrated,Indian
864,865,Happy/Cheerful,Chinese
865,866,Happy/Cheerful,French
866,867,Sad,Snack
867,868,Sad,Snack
868,869,Tired,Beverage
869,870,Tired,Beverage
870,871,Angry/Frustrated,Dessert
871,872,Tired,Chinese
872,873,Happy/Cheerful,Beverage
873,874,Sad,Beverage
874,875,Tired,Healthy Food
875,876,Tired,Snack
876,877,Happy/Cheerful,Indian
877,878,Angry/Frustrated,Chinese
878,879,Neutral/Calm/Relaxed,Chinese
879,880,Happy/Cheerful,Healthy Food
880,881,Angry/Frustrated,Italian
881,882,Angry/Frustrated,Healthy Food
882,883,Neutral/Calm/Relaxed,Dessert
883,884,Happy/Cheerful,French
884,885,Sad,Snack
885,886,Happy/Cheerful,Beverage
886,887,Neutral/Calm/Relaxed,Healthy Food
887,888,Angry/Frustrated,Healthy Food
888,889,Happy/Cheerful,Dessert
889,890,Tired,Dessert
890,891,Sad,Chinese
891,892,Happy/Cheerful,Mexican
892,893,Happy/Cheerful,Indian
893,894,Happy/Cheerful,French
894,895,Angry/Frustrated,Italian
895,896,Sad,Chinese
896,897,Angry/Frustrated,Beverage
897,898,Neutral/Calm/Relaxed,Chinese
898,899,Sad,Italian
899,900,Angry/Frustrated,Chinese
900,901,Neutral/Calm/Relaxed,Indian
901,902,Sad,Mexican
902,903,Sad,Indian
903,904,Tired,Mexican
904,905,Tired,Indian
905,906,Angry/Frustrated,French
906,907,Sad,Healthy Food
907,908,Angry/Frustrated,Japanese
908,909,Happy/Cheerful,Italian
909,910,Angry/Frustrated,Italian
910,911,Neutral/Calm/Relaxed,Indian
911,912,Neutral/Calm/Relaxed,Beverage
912,913,Sad,Beverage
913,914,Angry/Frustrated,Beverage
914,915,Sad,Mexican
915,916,Happy/Cheerful,Dessert
916,917,Neutral/Calm/Relaxed,French
917,918,Neutral/Calm/Relaxed,Beverage
918,919,Happy/Cheerful,Chinese
919,920,Sad,Indian
920,921,Sad,French
921,922,Happy/Cheerful,Dessert
922,923,Sad,Dessert
923,924,Angry/Frustrated,Snack
924,925,Happy/Cheerful,French
925,926,Sad,Mexican
926,927,Happy/Cheerful,Italian
927,928,Angry/Frustrated,Indian
928,929,Happy/Cheerful,Chinese
929,930,Tired,Dessert
930,931,Neutral/Calm/Relaxed,Beverage
931,932,Happy/Cheerful,French
932,933,Sad,Dessert
933,934,Neutral/Calm/Relaxed,Indian
934,935,Neutral/Calm/Relaxed,Indian
935,936,Happy/Cheerful,Italian
936,937,Neutral/Calm/Relaxed,Beverage
937,938,Neutral/Calm/Relaxed,Mexican
938,939,Sad,Snack
939,940,Angry/Frustrated,Dessert
940,941,Happy/Cheerful,Snack
941,942,Neutral/Calm/Relaxed,Chinese
942,943,Angry/Frustrated,French
943,944,Happy/Cheerful,French
944,945,Tired,Healthy Food
945,946,Neutral/Calm/Relaxed,Beverage
946,947,Tired,Mexican
947,948,Sad,Japanese
948,949,Happy/Cheerful,Snack
949,950,Sad,Snack
950,951,Angry/Frustrated,Chinese
951,952,Happy/Cheerful,Chinese
952,953,Angry/Frustrated,Mexican
953,954,Neutral/Calm/Relaxed,Chinese
954,955,Angry/Frustrated,Mexican
955,956,Angry/Frustrated,Italian
956,957,Neutral/Calm/Relaxed,Indian
957,958,Happy/Cheerful,Healthy Food
958,959,Happy/Cheerful,Mexican
959,960,Happy/Cheerful,Dessert
960,961,Happy/Cheerful,Chinese
961,962,Happy/Cheerful,Japanese
962,963,Tired,Indian
963,964,Happy/Cheerful,Indian
964,965,Happy/Cheerful,Healthy Food
965,966,Angry/Frustrated,Beverage
966,967,Sad,Mexican
967,968,Happy/Cheerful,Snack
968,969,Sad,Mexican
969,970,Angry/Frustrated,French
970,971,Tired,Snack
971,972,Sad,Dessert
972,973,Happy/Cheerful,Indian
973,974,Angry/Frustrated,Snack
974,975,Tired,Snack
975,976,Sad,Dessert
976,977,Tired,Beverage
977,978,Angry/Frustrated,Snack
978,979,Neutral/Calm/Relaxed,Dessert
979,980,Neutral/Calm/Relaxed,French
980,981,Neutral/Calm/Relaxed,Dessert
981,982,Angry/Frustrated,Indian
982,983,Sad,Italian
983,984,Happy/Cheerful,Snack
984,985,Angry/Frustrated,Beverage
985,986,Angry/Frustrated,Mexican
986,987,Angry/Frustrated,Beverage
987,988,Angry/Frustrated,Japanese
988,989,Angry/Frustrated,Indian
989,990,Neutral/Calm/Relaxed,French
990,991,Sad,Beverage
991,992,Neutral/Calm/Relaxed,Chinese
992,993,Happy/Cheerful,Healthy Food
993,994,Sad,Dessert
994,995,Tired,Chinese
995,996,Angry/Frustrated,Beverage
996,997,Neutral/Calm/Relaxed,Chinese
997,998,Angry/Frustrated,Healthy Food
998,999,Tired,Dessert
999,1000,Neutral/Calm/Relaxed,Indian
1000,1001,Sad,Chinese
1001,1002,Angry/Frustrated,Indian
1002,1003,Angry/Frustrated,French
1003,1004,Tired,Snack
1004,1005,Happy/Cheerful,Dessert
1005,1006,Happy/Cheerful,Indian
1006,1007,Sad,Dessert
1007,1008,Happy/Cheerful,Dessert
1008,1009,Neutral/Calm/Relaxed,Healthy Food
1009,1010,Neutral/Calm/Relaxed,Japanese
1010,1011,Neutral/Calm/Relaxed,Healthy Food
1011,1012,Happy/Cheerful,Indian
1012,1013,Angry/Frustrated,Chinese
1013,1014,Sad,Snack
1014,1015,Tired,Italian
1015,1016,Neutral/Calm/Relaxed,Dessert
1016,1017,Neutral/Calm/Relaxed,Dessert
1017,1018,Sad,Dessert
1018,1019,Sad,French
1019,1020,Neutral/Calm/Relaxed,Indian
1020,1021,Tired,Indian
0,2000,Sad,Snack
1,2001,Sad,Mexican
2,2002,Sad,Dessert
3,2003,Sad,Italian
4,2004,Sad,French
5,2005,Sad,Beverage
6,2006,Sad,Chinese
7,2007,Sad,Japanese
8,2008,Sad,Indian
9,2009,Sad,Healthy Food
10,2010,Tired,Snack
11,2011,Tired,Mexican
12,2012,Tired,Dessert
13,2013,Tired,Italian
14,2014,Tired,French
15,2015,Tired,Beverage
16,2016,Tired,Chinese
17,2017,Tired,Japanese
18,2018,Tired,Indian
19,2019,Tired,Healthy Food
20,2020,Happy/Cheerful,Snack
21,2021,Happy/Cheerful,Mexican
22,2022,Happy/Cheerful,Dessert
23,2023,Happy/Cheerful,Italian
24,2024,Happy/Cheerful,French
25,2025,Happy/Cheerful,Beverage
26,2026,Happy/Cheerful,Chinese
27,2027,Happy/Cheerful,Japanese
28,2028,Happy/Cheerful,Indian
29,2029,Happy/Cheerful,Healthy Food
30,2030,Neutral/Calm/Relaxed,Snack
31,2031,Neutral/Calm/Relaxed,Mexican
32,2032,Neutral/Calm/Relaxed,Dessert
33,2033,Neutral/Calm/Relaxed,Italian
34,2034,Neutral/Calm/Relaxed,French
35,2035,Neutral/Calm/Relaxed,Beverage
36,2036,Neutral/Calm/Relaxed,Chinese
37,2037,Neutral/Calm/Relaxed,Japanese
38,2038,Neutral/Calm/Relaxed,Indian
39,2039,Neutral/Calm/Relaxed,Healthy Food
40,2040,Angry/Frustrated,Snack
41,2041,Angry/Frustrated,Mexican
42,2042,Angry/Frustrated,Dessert
43,2043,Angry/Frustrated,Italian
44,2044,Angry/Frustrated,French
45,2045,Angry/Frustrated,Beverage
46,2046,Angry/Frustrated,Chinese
47,2047,Angry/Frustrated,Japanese
48,2048,Angry/Frustrated,Indian
49,2049,Angry/Frustrated,Healthy Food
